ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake
1141122260,A,1,unsure,,0.7082671475447385,,False,True
1141122260,B,6,no,,0.7082671475447385,,False,True
1141122260,C,3,no,,0.7082671475447385,,False,True
1141122260,G,4,unsure,,0.7082671475447385,,False,False
1141122260,H,5,unsure,,0.7082671475447385,,False,False
1141122260,I,2,unsure,,0.7082671475447385,,False,False
1146768496,A,3,yes,not at all accurate,0.5854168269729577,False,True,True
1146768496,C,4,no,,0.5854168269729577,,False,True
1146768496,E,1,yes,very accurate,0.5854168269729577,True,True,True
1146768496,F,6,no,,0.5854168269729577,,False,False
1146768496,G,2,yes,very accurate,0.5854168269729577,True,True,False
1146768496,I,5,yes,not very accurate,0.5854168269729577,False,True,False
1143062614,A,1,yes,somewhat accurate,1.2739793619632778,True,True,True
1143062614,C,5,no,,1.2739793619632778,,False,True
1143062614,E,2,yes,somewhat accurate,1.2739793619632778,True,True,True
1143062614,H,4,no,,1.2739793619632778,,False,False
1143062614,I,3,yes,somewhat accurate,1.2739793619632778,True,True,False
1143062614,J,6,yes,somewhat accurate,1.2739793619632778,True,True,False
C1439717771,B,3,no,,1.514352776308446,,False,True
C1439717771,C,5,no,,1.514352776308446,,False,True
C1439717771,D,2,no,,1.514352776308446,,False,True
C1439717771,F,1,no,,1.514352776308446,,False,False
C1439717771,H,6,no,,1.514352776308446,,False,False
C1439717771,K,4,yes,not very accurate,1.514352776308446,False,True,False
C1439718289,B,1,no,,0.6976801810849479,,False,True
C1439718289,C,2,no,,0.6976801810849479,,False,True
C1439718289,D,3,no,,0.6976801810849479,,False,True
C1439718289,F,6,no,,0.6976801810849479,,False,False
C1439718289,H,4,unsure,,0.6976801810849479,,False,False
C1439718289,J,5,no,,0.6976801810849479,,False,False
1001060750,B,2,unsure,,1.4986349055644117,,False,True
1001060750,D,6,unsure,,1.4986349055644117,,False,True
1001060750,E,3,unsure,,1.4986349055644117,,False,True
1001060750,F,5,unsure,,1.4986349055644117,,False,False
1001060750,G,1,unsure,,1.4986349055644117,,False,False
1001060750,I,4,unsure,,1.4986349055644117,,False,False
1147306114,A,3,unsure,,0.6002946756256891,,False,True
1147306114,B,4,yes,somewhat accurate,0.6002946756256891,True,True,True
1147306114,E,6,no,,0.6002946756256891,,False,True
1147306114,F,5,no,,0.6002946756256891,,False,False
1147306114,I,1,yes,somewhat accurate,0.6002946756256891,True,True,False
1147306114,J,2,no,,0.6002946756256891,,False,False
1141404252,A,1,yes,not at all accurate,0.7626366626712864,False,True,True
1141404252,B,6,no,,0.7626366626712864,,False,True
1141404252,D,3,no,,0.7626366626712864,,False,True
1141404252,F,5,no,,0.7626366626712864,,False,False
1141404252,H,4,no,,0.7626366626712864,,False,False
1141404252,K,2,yes,very accurate,0.7626366626712864,True,True,False
1146983406,B,4,no,,0.5790522382750374,,False,True
1146983406,D,2,no,,0.5790522382750374,,False,True
1146983406,E,1,no,,0.5790522382750374,,False,True
1146983406,G,5,no,,0.5790522382750374,,False,False
1146983406,H,6,unsure,,0.5790522382750374,,False,False
1146983406,I,3,yes,somewhat accurate,0.5790522382750374,True,True,False
1141323230,C,1,no,,0.9636569657367936,,False,True
1141323230,D,6,no,,0.9636569657367936,,False,True
1141323230,E,3,no,,0.9636569657367936,,False,True
1141323230,H,4,yes,not very accurate,0.9636569657367936,False,True,False
1141323230,J,2,no,,0.9636569657367936,,False,False
1141323230,K,5,yes,somewhat accurate,0.9636569657367936,True,True,False
1101430897,A,6,no,,1.055091202093331,,False,True
1101430897,B,3,no,,1.055091202093331,,False,True
1101430897,C,4,no,,1.055091202093331,,False,True
1101430897,H,2,no,,1.055091202093331,,False,False
1101430897,I,5,yes,somewhat accurate,1.055091202093331,True,True,False
1101430897,J,1,no,,1.055091202093331,,False,False
C1439718751,A,3,no,,0.8111506922381367,,False,True
C1439718751,C,4,no,,0.8111506922381367,,False,True
C1439718751,E,5,no,,0.8111506922381367,,False,True
C1439718751,G,6,no,,0.8111506922381367,,False,False
C1439718751,I,1,unsure,,0.8111506922381367,,False,False
C1439718751,J,2,yes,somewhat accurate,0.8111506922381367,True,True,False
1073826524,A,1,no,,0.7826962369924014,,False,True
1073826524,B,5,no,,0.7826962369924014,,False,True
1073826524,C,4,no,,0.7826962369924014,,False,True
1073826524,F,2,no,,0.7826962369924014,,False,False
1073826524,H,3,no,,0.7826962369924014,,False,False
1073826524,K,6,yes,very accurate,0.7826962369924014,True,True,False
1141751190,C,6,yes,somewhat accurate,1.409167932162006,True,True,True
1141751190,D,3,yes,somewhat accurate,1.409167932162006,True,True,True
1141751190,E,1,yes,very accurate,1.409167932162006,True,True,True
1141751190,F,5,yes,somewhat accurate,1.409167932162006,True,True,False
1141751190,I,4,no,,1.409167932162006,,False,False
1141751190,K,2,yes,somewhat accurate,1.409167932162006,True,True,False
1142128740,B,2,no,,0.6475384485405067,,False,True
1142128740,D,6,yes,somewhat accurate,0.6475384485405067,True,True,True
1142128740,E,4,unsure,,0.6475384485405067,,False,True
1142128740,I,3,yes,somewhat accurate,0.6475384485405067,True,True,False
1142128740,J,5,no,,0.6475384485405067,,False,False
1142128740,K,1,yes,very accurate,0.6475384485405067,True,True,False
1108113847,A,6,no,,1.4988101144380388,,False,True
1108113847,C,2,no,,1.4988101144380388,,False,True
1108113847,E,5,no,,1.4988101144380388,,False,True
1108113847,F,1,no,,1.4988101144380388,,False,False
1108113847,H,3,no,,1.4988101144380388,,False,False
1108113847,K,4,yes,somewhat accurate,1.4988101144380388,True,True,False
C1439719117,A,1,yes,very accurate,0.5877632445821335,True,True,True
C1439719117,B,3,yes,somewhat accurate,0.5877632445821335,True,True,True
C1439719117,C,6,no,,0.5877632445821335,,False,True
C1439719117,F,4,no,,0.5877632445821335,,False,False
C1439719117,I,2,yes,very accurate,0.5877632445821335,True,True,False
C1439719117,J,5,no,,0.5877632445821335,,False,False
C1439719034,A,4,no,,0.9034522705158502,,False,True
C1439719034,B,6,no,,0.9034522705158502,,False,True
C1439719034,C,2,no,,0.9034522705158502,,False,True
C1439719034,F,1,no,,0.9034522705158502,,False,False
C1439719034,H,3,no,,0.9034522705158502,,False,False
C1439719034,I,5,no,,0.9034522705158502,,False,False
1091238228,A,6,unsure,,0.6409626720482471,,False,True
1091238228,C,2,unsure,,0.6409626720482471,,False,True
1091238228,E,3,unsure,,0.6409626720482471,,False,True
1091238228,F,4,unsure,,0.6409626720482471,,False,False
1091238228,I,5,unsure,,0.6409626720482471,,False,False
1091238228,J,1,unsure,,0.6409626720482471,,False,False
C1439719530,B,6,no,,0.7679288630819013,,False,True
C1439719530,C,5,no,,0.7679288630819013,,False,True
C1439719530,E,3,no,,0.7679288630819013,,False,True
C1439719530,G,1,yes,somewhat accurate,0.7679288630819013,True,True,False
C1439719530,I,4,yes,not at all accurate,0.7679288630819013,False,True,False
C1439719530,J,2,unsure,,0.7679288630819013,,False,False
1141086809,A,1,no,,1.5074095376035437,,False,True
1141086809,C,2,no,,1.5074095376035437,,False,True
1141086809,D,6,no,,1.5074095376035437,,False,True
1141086809,G,4,unsure,,1.5074095376035437,,False,False
1141086809,J,3,yes,not at all accurate,1.5074095376035437,False,True,False
1141086809,K,5,no,,1.5074095376035437,,False,False
C1439719626,C,6,no,,0.8111506922381367,,False,True
C1439719626,D,1,no,,0.8111506922381367,,False,True
C1439719626,E,5,no,,0.8111506922381367,,False,True
C1439719626,G,3,no,,0.8111506922381367,,False,False
C1439719626,I,2,no,,0.8111506922381367,,False,False
C1439719626,J,4,no,,0.8111506922381367,,False,False
1100900382,C,3,no,,1.2397272146026186,,False,True
1100900382,D,2,no,,1.2397272146026186,,False,True
1100900382,E,5,yes,not very accurate,1.2397272146026186,False,True,True
1100900382,H,6,unsure,,1.2397272146026186,,False,False
1100900382,I,4,unsure,,1.2397272146026186,,False,False
1100900382,J,1,no,,1.2397272146026186,,False,False
1007259824,A,4,no,,0.8494177852057194,,False,True
1007259824,C,5,no,,0.8494177852057194,,False,True
1007259824,E,2,no,,0.8494177852057194,,False,True
1007259824,G,3,no,,0.8494177852057194,,False,False
1007259824,I,6,no,,0.8494177852057194,,False,False
1007259824,K,1,no,,0.8494177852057194,,False,False
1090267342,B,6,no,,1.5271593474692464,,False,True
1090267342,D,1,no,,1.5271593474692464,,False,True
1090267342,E,2,no,,1.5271593474692464,,False,True
1090267342,G,4,no,,1.5271593474692464,,False,False
1090267342,H,5,no,,1.5271593474692464,,False,False